iter	Passed	Remaining
205	295	1137
206	295	1133
207	296	1128
208	297	1124
209	297	1119
210	298	1115
211	298	1110
212	299	1106
213	300	1102
214	300	1097
215	301	1093
216	301	1089
217	302	1085
218	303	1080
219	303	1076
220	304	1072
221	304	1068
222	305	1064
223	306	1060
224	306	1056
225	307	1052
226	307	1048
227	308	1044
228	309	1040
229	309	1036
230	310	1032
231	310	1029
232	311	1025
233	312	1021
234	312	1017
235	313	1014
236	313	1010
237	314	1006
238	315	1003
239	315	999
240	316	996
241	316	992
242	317	989
243	318	985
244	318	982
245	319	979
246	320	975
247	320	972
248	321	968
249	321	965
250	322	962
251	323	958
252	323	955
253	324	952
254	324	949
255	325	946
256	326	942
257	326	939
258	327	936
259	327	933
260	328	930
261	329	927
262	329	924
263	330	921
264	330	917
265	331	914
266	332	911
267	332	908
268	333	905
269	333	902
270	334	899
271	335	897
272	335	894
273	336	891
274	337	888
275	337	885
276	338	882
277	338	879
278	339	877
279	340	874
280	340	871
281	341	869
282	341	866
283	342	863
284	343	860
285	343	858
286	344	855
287	344	852
288	345	850
289	346	847
290	346	844
291	347	842
292	347	839
293	348	836
294	349	834
295	349	831
296	350	829
297	351	826
298	351	824
299	352	821
300	352	819
301	353	816
302	354	814
303	354	812
304	355	809
305	355	807
306	356	804
307	357	802
308	357	799
309	358	797
310	358	795
311	359	792
312	360	790
313	360	787
314	361	785
315	361	783
316	362	781
317	363	778
318	363	776
319	364	774
320	364	771
321	365	769
322	366	767
323	366	765
324	367	763
325	368	760
326	368	758
327	369	756
328	369	754
329	370	752
330	371	750
331	371	748
332	372	745
333	373	743
334	373	741
335	374	739
336	374	737
337	375	735
338	376	733
339	376	731
340	377	729
341	377	727
342	378	724
343	379	722
344	379	720
345	380	718
346	380	716
347	381	714
348	382	712
349	382	710
350	383	708
351	383	706
352	384	704
353	385	702
354	385	700
355	386	698
356	386	696
357	387	694
358	388	693
359	388	691
360	389	689
361	390	687
362	390	685
363	391	683
364	391	681
365	392	679
366	393	677
367	393	676
368	394	674
369	394	672
370	395	670
371	396	668
372	396	667
373	397	665
374	398	663
375	398	661
376	399	659
377	399	658
378	400	656
379	401	654
380	401	652
381	402	650
382	402	649
383	403	647
384	404	645
385	404	643
386	405	642
387	406	640
388	406	638
389	407	637
390	407	635
391	408	633
392	409	631
393	409	630
394	410	628
395	410	626
396	411	625
397	412	623
398	412	621
399	413	620
400	413	618
401	414	616
402	415	615
403	415	613
404	416	612
405	417	610
406	417	608
407	418	607
408	419	605
409	419	603
410	420	602
411	420	600
412	421	599
413	422	597
414	422	595
415	423	594
416	423	592
417	424	591
418	425	589
419	425	587
420	426	586
421	427	584
422	427	583
423	428	581
424	428	580
425	429	578
426	430	577
427	430	575
428	431	574
429	431	572
430	432	571
431	433	569
432	433	568
433	434	566
434	435	565
435	435	563
436	436	562
437	436	560
438	437	559
439	438	557
440	438	556
441	439	554
442	440	553
443	440	551
444	441	550
445	441	548
446	442	547
447	443	546
448	443	544
449	444	543
450	445	541
451	445	540
452	446	539
453	447	537
454	447	536
455	448	534
456	449	533
457	449	532
458	450	530
459	450	529
460	451	527
461	452	526
462	452	525
463	453	523
464	453	522
465	454	520
466	455	519
467	455	518
468	456	516
469	457	515
470	457	514
471	458	512
472	458	511
473	460	510
474	460	509
475	461	507
476	461	506
477	462	505
478	463	503
479	463	502
480	464	500
481	464	499
482	465	498
483	466	496
484	466	495
485	467	494
486	467	492
487	468	491
488	469	490
489	469	488
490	470	487
491	471	486
492	471	485
493	472	483
494	472	482
495	473	481
496	474	479
497	474	478
498	475	477
499	476	476
500	476	474
501	477	473
502	477	472
503	478	470
504	479	469
505	479	468
506	480	467
507	481	465
508	481	464
509	482	463
510	482	462
511	483	460
512	484	459
513	484	458
514	485	457
515	485	455
516	486	454
517	487	453
518	487	452
519	488	450
520	489	449
521	489	448
522	490	447
523	490	445
524	491	444
525	492	443
526	492	442
527	493	441
528	494	439
529	494	438
530	495	437
531	495	436
532	496	435
533	497	433
534	497	432
535	498	431
536	499	430
537	499	429
538	500	427
539	500	426
540	501	425
541	502	424
542	502	423
543	503	421
544	503	420
545	504	419
546	505	418
547	505	417
548	506	416
549	507	414
550	507	413
551	508	412
552	508	411
553	509	410
554	510	408
555	510	407
556	511	406
557	511	405
558	512	404
559	513	403
560	513	402
561	514	400
562	515	399
563	515	398
564	516	397
565	516	396
566	517	395
567	518	394
568	518	392
569	519	391
570	520	390
571	520	389
572	521	388
573	521	387
574	522	386
575	523	385
576	523	384
577	524	382
578	525	381
579	525	380
580	526	379
581	526	378
582	527	377
583	528	376
584	528	375
585	529	374
586	530	372
587	530	371
588	531	370
589	531	369
590	532	368
591	533	367
592	533	366
593	534	365
594	535	364
595	535	363
596	536	362
597	536	360
598	537	359
599	538	358
600	538	357
601	539	356
602	539	355
603	540	354
604	541	353
605	541	352
606	542	351
607	543	350
608	543	349
609	544	348
610	544	346
611	545	345
612	546	344
613	546	343
614	547	342
615	548	341
616	548	340
617	549	339
618	550	338
619	550	337
620	551	336
621	551	335
622	552	334
623	553	333
624	553	332
625	554	331
626	554	330
627	555	329
628	556	328
629	556	327
630	557	326
631	558	324
632	558	323
633	559	322
634	559	321
635	560	320
636	561	319
637	561	318
638	562	317
639	563	316
640	563	315
641	564	314
642	564	313
643	565	312
644	566	311
645	566	310
646	567	309
647	567	308
648	568	307
649	569	306
650	569	305
651	570	304
652	571	303
653	571	302
654	572	301
655	572	300
656	573	299
657	574	298
658	574	297
659	575	296
660	576	295
661	576	294
662	577	293
663	578	292
664	578	291
665	579	290
666	580	289
667	580	288
668	581	287
669	581	286
670	582	285
671	583	284
672	583	283
673	584	282
674	585	281
675	585	280
676	586	279
677	587	278
678	587	277
679	588	276
680	588	275
681	589	274
682	590	273
683	590	272
684	591	272
685	592	271
686	592	270
687	593	269
688	594	268
689	594	267
690	595	266
691	595	265
692	596	264
693	597	263
694	597	262
695	598	261
696	599	260
697	599	259
698	600	258
699	600	257
700	601	256
701	602	255
702	602	254
703	603	253
704	604	252
705	604	251
706	605	250
707	605	249
708	606	248
709	606	247
710	607	246
711	608	246
712	608	245
713	609	244
714	610	243
715	610	242
716	611	241
717	611	240
718	612	239
719	613	238
720	613	237
721	614	236
722	614	235
723	615	234
724	616	233
725	616	232
726	617	231
727	618	230
728	618	230
729	619	229
730	619	228
731	620	227
732	621	226
733	621	225
734	622	224
735	623	223
736	623	222
737	624	221
738	624	220
739	625	219
740	626	218
741	626	217
742	627	217
743	628	216
744	628	215
745	629	214
746	629	213
747	630	212
748	631	211
749	631	210
750	632	209
751	633	208
752	633	207
753	634	207
754	635	206
755	635	205
756	636	204
757	636	203
758	637	202
759	638	201
760	638	200
761	639	199
762	640	198
763	640	197
764	641	196
765	641	196
766	642	195
767	643	194
768	643	193
769	644	192
770	644	191
771	645	190
772	646	189
773	646	188
774	647	187
775	647	187
776	648	186
777	649	185
778	649	184
779	650	183
780	651	182
781	651	181
782	652	180
783	652	179
784	653	179
785	654	178
786	654	177
787	655	176
788	656	175
789	656	174
790	657	173
791	657	172
792	658	171
793	659	171
794	659	170
795	660	169
796	660	168
797	661	167
798	662	166
799	662	165
800	663	164
801	664	163
802	664	163
803	665	162
804	665	161
805	666	160
806	667	159
807	667	158
808	668	157
809	668	156
810	669	156
811	670	155
812	670	154
813	671	153
814	672	152
815	672	151
816	673	150
817	673	149
818	674	149
819	675	148
820	675	147
821	676	146
822	676	145
823	677	144
824	678	143
825	678	142
826	679	142
827	680	141
828	680	140
829	681	139
830	681	138
831	682	137
832	683	136
833	683	136
834	684	135
835	685	134
836	685	133
837	686	132
838	686	131
839	687	130
840	688	130
841	688	129
842	689	128
843	690	127
844	690	126
845	691	125
846	691	125
847	692	124
848	693	123
849	693	122
850	694	121
851	695	120
852	695	119
853	696	119
854	696	118
855	697	117
856	698	116
857	698	115
858	699	114
859	699	113
860	700	113
861	701	112
862	701	111
863	702	110
864	703	109
865	703	108
866	704	108
867	704	107
868	705	106
869	706	105
870	706	104
871	707	103
872	708	103
873	708	102
874	709	101
875	710	100
876	710	99
877	711	98
878	712	98
879	712	97
880	713	96
881	713	95
882	714	94
883	715	93
884	715	93
885	716	92
886	717	91
887	717	90
888	718	89
889	718	88
890	719	88
891	720	87
892	720	86
893	721	85
894	722	84
895	722	83
896	723	83
897	723	82
898	724	81
899	725	80
900	725	79
901	726	78
902	727	78
903	727	77
904	728	76
905	729	75
906	729	74
907	730	73
908	730	73
909	731	72
910	732	71
911	732	70
912	733	69
913	734	69
914	734	68
915	735	67
916	735	66
917	736	65
918	737	64
919	737	64
920	738	63
921	738	62
922	739	61
923	740	60
924	740	60
925	741	59
926	742	58
927	742	57
928	743	56
929	743	55
930	744	55
931	745	54
932	745	53
933	746	52
934	746	51
935	747	51
936	748	50
937	748	49
938	749	48
939	749	47
940	750	47
941	751	46
942	751	45
943	752	44
944	752	43
945	753	43
946	754	42
947	754	41
948	755	40
949	756	39
950	756	38
951	757	38
952	757	37
953	758	36
954	759	35
955	759	34
956	760	34
957	760	33
958	761	32
959	762	31
960	762	30
961	763	30
962	764	29
963	764	28
964	765	27
965	766	26
966	766	26
967	767	25
968	767	24
969	768	23
970	769	22
971	769	22
972	770	21
973	770	20
974	771	19
975	772	18
976	772	18
977	773	17
978	774	16
979	774	15
980	775	15
981	775	14
982	776	13
983	777	12
984	777	11
985	779	11
986	781	10
987	782	9
988	784	8
989	785	7
990	786	7
991	787	6
992	788	5
993	789	4
994	790	3
995	792	3
996	793	2
997	794	1
998	795	0
999	795	0
